instance_id,n,target_ratio,threshold,method,configuration,p_target,expected_independent_repetitions,resource_metric_scope
n12_d75_s42,12,0.95,167,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s42,12,0.95,167,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s42,12,0.95,167,amplitude_amplification,k=7; eps=0; oracle_cost=1,0.8326325428624705,1.201009987625687,within-AA normalized_resource_per_hit=18.0151498144
n12_d75_s42,12,0.95,167,qaoa,p=1; median over 5 L-BFGS-B starts,0.006588362716481536,151.78277867100223,none/common probability metric only
n12_d75_s42,12,0.95,167,qaoa,p=2; median over 5 L-BFGS-B starts,0.006308024810646362,158.52822872735868,none/common probability metric only
n12_d75_s42,12,0.95,167,qaoa,p=3; median over 5 L-BFGS-B starts,0.009555548042059284,104.65124507756579,none/common probability metric only
n12_d75_s42,12,1.0,175,uniform,uniform sample,0.00048828125,2048.0,none/common probability metric only
n12_d75_s42,12,1.0,175,hillclimb,256 starts,0.44921875,2.226086956521739,none/common probability metric only
n12_d75_s42,12,1.0,175,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s42,12,1.0,175,tabu_search,64 runs; <= 4096 objective evaluations/run,0.921875,1.0847457627118644,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s42,12,1.0,175,amplitude_amplification,k=26; eps=0; oracle_cost=1,0.8486721595721104,1.1783113051619216,within-AA normalized_resource_per_hit=62.4504991736
n12_d75_s42,12,1.0,175,qaoa,p=1; median over 5 L-BFGS-B starts,0.00048828125,2048.0,none/common probability metric only
n12_d75_s42,12,1.0,175,qaoa,p=2; median over 5 L-BFGS-B starts,0.00048828125,2048.0,none/common probability metric only
n12_d75_s42,12,1.0,175,qaoa,p=3; median over 5 L-BFGS-B starts,0.00048828125,2048.0,none/common probability metric only
